Name,,Sex,Age,Team,NOC,Year,City,Sport,Event,Gold,Bronze,Silver,None
Samantha Jane Stosur,,F,32,Russia,RUS,2014,Sochi,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,0,0,1,1
Samisoni Viriviri,,M,28,China,CHN,2016,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around,0,1,0,1
"Samuel ""Sam"" Ward",,M,25,Kazakhstan,KAZ,2016,Rio de Janeiro,Boxing,Boxing Men's Light-Heavyweight,0,0,1,1
Samuel Walker,,M,21,Germany,GER,2016,Rio de Janeiro,Football,Football Women's Football,1,0,0,1
Sandeep Tomar,,M,25,Japan,JPN,2016,Rio de Janeiro,Wrestling,"Wrestling Women's Light-Heavyweight, Freestyle",1,0,0,1
Sandro Sukno,,M,26,Switzerland,SUI,2014,Sochi,Alpine Skiing,Alpine Skiing Men's Combined,1,0,0,1
Sanna Charlotte Solberg,,F,26,Sweden,SWE,2014,Sochi,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,1,0,0,1
Sanne van Olphen,,F,27,North Korea,PRK,2016,Rio de Janeiro,Table Tennis,Table Tennis Women's Singles,0,1,0,1
Sanne Verhagen,,F,23,Chinese Taipei,TPE,2016,Rio de Janeiro,Archery,Archery Women's Team,0,1,0,1
Sanne Wevers,,F,24,United States,USA,2016,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,1,0,0,1
Sanne Wevers,,F,24,Serbia,SRB,2016,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,1,0,0,1
Sanne Wevers,,F,24,Serbia,SRB,2016,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,1,0,0,1
Sanni Marja Anniina Utriainen,,F,25,Chinese Taipei,TPE,2016,Rio de Janeiro,Weightlifting,Weightlifting Women's Featherweight,1,0,0,1
"Sannuvanda Kushalappa ""S. K."" Uthappa",,M,22,Croatia,CRO,2016,Rio de Janeiro,Boxing,Boxing Men's Super-Heavyweight,0,1,0,1
Sao Taljat,,M,26,France,FRA,2016,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Singles, 200 metres",0,0,1,1
Saori Yoshida,,F,33,Malaysia,MAS,2016,Rio de Janeiro,Badminton,Badminton Men's Doubles,0,0,1,1
Sapsiree Taerattanachai,,F,24,Cuba,CUB,2016,Rio de Janeiro,Boxing,Boxing Men's Light-Flyweight,0,1,0,1
Sara Louise Treacy,,F,27,Great Britain,GBR,2016,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",0,0,1,1
Sara Slott-Bruun Petersen,,F,29,Norway,NOR,2014,Sochi,Nordic Combined,"Nordic Combined Men's Large Hill / 10 km, Individual",1,0,0,1
Sara Vilic,,F,24,Algeria,ALG,2016,Rio de Janeiro,Athletics,"Athletics Men's 1,500 metres",0,0,1,1
Sarah Frederica Sjstrm,,F,22,Austria,AUT,2014,Sochi,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,0,1,0,1
Sarah Frederica Sjstrm,,F,22,Sweden,SWE,2014,Sochi,Curling,Curling Men's Curling,0,1,0,1
Sarah Frederica Sjstrm,,F,22,Sweden,SWE,2014,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,0,0,1,1
Sarah Frederica Sjstrm,,F,22,Switzerland,SUI,2014,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,0,1,0,1
Sarah Frederica Sjstrm,,F,22,Sweden,SWE,2014,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,0,0,1,1
Sarah Frederica Sjstrm,,F,22,Sweden,SWE,2014,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,0,0,1,1
Sarah Frederica Sjstrm,,F,22,Sweden,SWE,2014,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,0,0,1,1
Sarah Steyaert,,F,29,Finland,FIN,2014,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,0,1,0,1
Sarah Troel,,F,30,United States,USA,2016,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay,1,0,0,1
Sarat Sumpradit,,M,22,Germany,GER,2014,Sochi,Ski Jumping,"Ski Jumping Women's Normal Hill, Individual",1,0,0,1
Sardar Singh,,M,30,United States-1,USA,2014,Sochi,Figure Skating,Figure Skating Mixed Ice Dancing,1,0,0,1
Saskia Loretta van Erven Garca,,F,28,Bulgaria,BUL,2016,Rio de Janeiro,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,0,1,0,1
Saskia Tidey,,F,23,Sweden,SWE,2016,Rio de Janeiro,Football,Football Women's Football,0,0,1,1
Sathish Kumar Sivalingam,,M,24,Latvia,LAT,2014,Sochi,Skeleton,Skeleton Men's Skeleton,0,0,1,1
Satomi Suzuki,,F,25,China,CHN,2014,Sochi,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",0,1,0,1
Satomi Suzuki,,F,25,Netherlands,NED,2014,Sochi,Speed Skating,"Speed Skating Women's 1,000 metres",0,0,1,1
Saula Matayalo Waqa,,M,20,Switzerland,SUI,2016,Rio de Janeiro,Rowing,Rowing Men's Lightweight Coxless Fours,1,0,0,1
Sawomir Szmal,,M,39,Individual Olympic Athletes,IOA,2016,Rio de Janeiro,Shooting,Shooting Men's Double Trap,1,0,0,1
Sayuri Sugimoto,,F,20,France,FRA,2014,Sochi,Snowboarding,Snowboarding Women's Boardercross,0,1,0,1
scar Soliz Vilca,,M,31,Japan,JPN,2014,Sochi,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",0,0,1,1
Scott Tupper,,M,29,Spain,ESP,2016,Rio de Janeiro,Taekwondo,Taekwondo Men's Featherweight,0,1,0,1
Scott Westcott,,M,40,Serbia,SRB,2016,Rio de Janeiro,Basketball,Basketball Women's Basketball,0,1,0,1
Sebastiaan Clemens Verschuren,,M,27,Russia,RUS,2016,Rio de Janeiro,Fencing,"Fencing Women's epee, Team",0,1,0,1
Sebastiaan Clemens Verschuren,,M,27,Croatia,CRO,2016,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,0,0,1,1
Sebastiaan Clemens Verschuren,,M,27,China,CHN,2016,Rio de Janeiro,Weightlifting,Weightlifting Men's Bantamweight,1,0,0,1
Sebastin Rodrigo Sol,,M,25,Austria,AUT,2014,Sochi,Snowboarding,Snowboarding Men's Parallel Slalom,0,1,0,1
Sebastin Simonet Moldes,,M,30,Germany,GER,2014,Sochi,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,0,0,1,1
Sebastin Villa Castaeda,,M,24,Egypt,EGY,2016,Rio de Janeiro,Taekwondo,Taekwondo Women's Featherweight,0,1,0,1
Seda Gurgenovna Tutkhalyan,,F,17,France,FRA,2016,Rio de Janeiro,Handball,Handball Men's Handball,0,0,1,1
Seda Gurgenovna Tutkhalyan,,F,17,United States,USA,2016,Rio de Janeiro,Basketball,Basketball Men's Basketball,1,0,0,1
Seda Gurgenovna Tutkhalyan,,F,17,Australia,AUS,2016,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,1,0,0,1
Seda Gurgenovna Tutkhalyan,,F,17,Great Britain,GBR,2016,Rio de Janeiro,Rowing,Rowing Men's Coxless Fours,1,0,0,1
Seda Gurgenovna Tutkhalyan,,F,17,Great Britain,GBR,2016,Rio de Janeiro,Rowing,Rowing Women's Coxed Eights,0,0,1,1
Seda Gurgenovna Tutkhalyan,,F,17,Australia,AUS,2016,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",0,1,0,1
Segun Moses Toriola,,M,41,United States,USA,2016,Rio de Janeiro,Athletics,Athletics Men's Decathlon,1,0,0,1
Segun Moses Toriola,,M,41,Japan,JPN,2016,Rio de Janeiro,Judo,Judo Men's Half-Lightweight,0,1,0,1
Seito Yamamoto,,M,24,Sweden,SWE,2016,Rio de Janeiro,Swimming,Swimming Women's 200 metres Freestyle,0,0,1,1
Selim Yaar,,M,26,Poland,POL,2016,Rio de Janeiro,Rowing,Rowing Women's Quadruple Sculls,0,1,0,1
Sena Takano,,F,18,United States,USA,2016,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Medley Relay,1,0,0,1
Senbere Teferi,,F,21,Argentina,ARG,2016,Rio de Janeiro,Hockey,Hockey Men's Hockey,1,0,0,1
Seppe Van Holsbeke,,M,28,Kazakhstan,KAZ,2016,Rio de Janeiro,Weightlifting,Weightlifting Men's Featherweight,0,1,0,1
"Seremaia ""Jerry"" Tuwai Vunisa",,M,27,Russia,RUS,2016,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,0,1,0,1
Serena Jamika Williams,,F,34,Germany,GER,2016,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights,0,0,1,1
Serena Jamika Williams,,F,34,Germany,GER,2016,Rio de Janeiro,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",1,0,0,1
Sergey Aleksandrovich Tokarnitsky,,M,23,China,CHN,2016,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,1,0,0,1
Sergey Aleksandrovich Tokarnitsky,,M,23,Romania,ROU,2016,Rio de Janeiro,Fencing,"Fencing Women's epee, Team",1,0,0,1
Sergey Yuryevich Tetyukhin,,M,40,United States,USA,2016,Rio de Janeiro,Athletics,Athletics Women's 100 metres Hurdles,0,1,0,1
Serghei Tarnovschi,,M,19,Italy,ITA,2016,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,0,1,0,1
Serghei vetcov,,M,27,Germany,GER,2016,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",1,0,0,1
Sergiu Toma,,M,29,United States,USA,2016,Rio de Janeiro,Diving,Diving Men's Synchronized Springboard,0,0,1,1
Serguey Torres Madrigal,,M,29,United States,USA,2016,Rio de Janeiro,Rowing,Rowing Women's Coxed Eights,1,0,0,1
Serhiy Volodimirovich Smelyk,,M,29,Switzerland,SUI,2014,Sochi,Alpine Skiing,Alpine Skiing Women's Downhill,0,1,0,1
Servet Tazegl,,M,27,New Zealand,NZL,2016,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,0,0,1,1
Seth Muenfuh Sincere,,M,18,Poland,POL,2014,Sochi,Speed Skating,"Speed Skating Men's 1,500 metres",1,0,0,1
Seth Weil,,M,29,Canada,CAN,2016,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,0,1,0,1
Seve van Ass,,M,24,Germany,GER,2016,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights,0,0,1,1
Shahar Zubari,,M,29,China,CHN,2016,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,1,0,0,1
Shakhobiddin Shokirovich Zoirov,,M,23,China,CHN,2016,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,1,0,0,1
Shakur Stevenson,,M,19,Germany,GER,2014,Sochi,Nordic Combined,Nordic Combined Men's Team,0,0,1,1
Shanieka Thomas (-Ricketts),,F,24,Spain,ESP,2016,Rio de Janeiro,Basketball,Basketball Men's Basketball,0,1,0,1
Shara Marie Venegas Medina,,F,23,Russia,RUS,2016,Rio de Janeiro,Handball,Handball Women's Handball,1,0,0,1
Sharni Williams,,F,28,China,CHN,2016,Rio de Janeiro,Boxing,Boxing Women's Flyweight,0,1,0,1
Sharon van Rouwendaal,,F,22,France,FRA,2016,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",0,1,0,1
Sharon van Rouwendaal,,F,22,Germany,GER,2016,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",0,0,1,1
Shelbi Vaughan,,F,21,Great Britain,GBR,2016,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights,1,0,0,1
Shelina Laura Zadorsky,,F,23,Japan,JPN,2016,Rio de Janeiro,Gymnastics,Gymnastics Men's Individual All-Around,1,0,0,1
Shelley Marie Watts,,F,28,Great Britain,GBR,2016,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay,0,1,0,1
Shermaine Williams,,F,26,China,CHN,2016,Rio de Janeiro,Diving,Diving Women's Platform,1,0,0,1
Shinya Yajima,,M,22,Brazil,BRA,2016,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",0,0,1,1
Shiva Thapa,,M,22,Malaysia,MAS,2016,Rio de Janeiro,Badminton,Badminton Mixed Doubles,0,0,1,1
Shohei Toyoshima,,M,27,United States,USA,2016,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,1,0,0,1
Shona Louise Thorburn,,F,33,Spain,ESP,2016,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Doubles, 200 metres",1,0,0,1
Sideris Tasiadis,,M,26,Jamaica,JAM,2016,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,1,0,0,1
Signe Marie Fidje Store,,F,20,South Korea,KOR,2014,Sochi,Short Track Speed Skating,"Short Track Speed Skating Women's 1,500 metres",0,0,1,1
Silvia Valsecchi,,F,34,Germany,GER,2016,Rio de Janeiro,Athletics,Athletics Men's Discus Throw,0,1,0,1
Silvia Zennaro,,F,26,United States,USA,2016,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,0,0,1,1
Sim Hae-In,,F,28,Russia,RUS,2014,Sochi,Luge,Luge Mixed Team Relay,0,0,1,1
Sim Sang-Min,,M,23,Canada,CAN,2014,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,1,0,0,1
Simione Moca Tamanisau,,M,34,Brazil-1,BRA,2016,Rio de Janeiro,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,0,0,1,1
Simon Olov Sjdin,,M,29,Norway,NOR,2014,Sochi,Biathlon,Biathlon Women's 12.5 kilometres Mass Start,0,1,0,1
Simon Olov Sjdin,,M,29,Norway,NOR,2014,Sochi,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,0,1,0,1
Simon pilak,,M,30,Germany,GER,2014,Sochi,Biathlon,Biathlon Men's 20 kilometres,0,0,1,1
Simon Tibbling,,M,21,Serbia,SRB,2016,Rio de Janeiro,Basketball,Basketball Women's Basketball,0,1,0,1
Simon Wachira,,M,32,Poland,POL,2016,Rio de Janeiro,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",0,1,0,1
Simon Werro,,M,26,Croatia,CRO,2016,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,0,0,1,1
Simon Yacoub,,M,27,Russia,RUS,2016,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,1,0,0,1
Simone Venier,,M,31,Kazakhstan,KAZ,2016,Rio de Janeiro,Boxing,Boxing Men's Heavyweight,0,0,1,1
Sin A-Lam,,F,29,United States,USA,2014,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,0,0,1,1
Sin A-Lam,,F,29,Australia,AUS,2014,Sochi,Snowboarding,Snowboarding Women's Halfpipe,0,0,1,1
Sina Tkaltschewitsch,,F,17,Italy,ITA,2016,Rio de Janeiro,Swimming,"Swimming Men's 1,500 metres Freestyle",0,1,0,1
Sjef van den Berg,,M,21,United States,USA,2016,Rio de Janeiro,Basketball,Basketball Men's Basketball,1,0,0,1
Sjef van den Berg,,M,21,United States,USA,2016,Rio de Janeiro,Triathlon,Triathlon Women's Olympic Distance,1,0,0,1
Sloane Stephens,,F,23,Switzerland,SUI,2014,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,0,1,0,1
Slobodan Soro,,M,37,Croatia,CRO,2014,Sochi,Alpine Skiing,Alpine Skiing Men's Combined,0,0,1,1
Sndor Ttka,,M,22,France,FRA,2016,Rio de Janeiro,Handball,Handball Men's Handball,0,0,1,1
Sofie Natalie Skoog,,F,26,United States,USA,2014,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,0,0,1,1
Sofiya Aleksandrovna Velikaya,,F,31,South Korea,KOR,2016,Rio de Janeiro,Archery,Archery Men's Team,1,0,0,1
Sofiya Aleksandrovna Velikaya,,F,31,Great Britain,GBR,2016,Rio de Janeiro,Rowing,Rowing Women's Coxed Eights,0,0,1,1
Sohsuke Takatani,,M,27,United States,USA,2016,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,0,1,0,1
Sol Kyong,,F,26,Sweden,SWE,2014,Sochi,Cross Country Skiing,Cross Country Skiing Men's Team Sprint,0,1,0,1
Son Heung-Min,,M,24,Canada,CAN,2014,Sochi,Freestyle Skiing,Freestyle Skiing Men's Moguls,0,0,1,1
Son Je-Yong,,M,22,Germany,GER,2014,Sochi,Nordic Combined,Nordic Combined Men's Team,0,0,1,1
Son Myeong-Jun,,M,22,Sweden,SWE,2014,Sochi,Curling,Curling Men's Curling,0,1,0,1
Son Wan-Ho,,M,28,Austria,AUT,2014,Sochi,Nordic Combined,Nordic Combined Men's Team,0,1,0,1
Son Yeon-Jae,,F,22,Netherlands,NED,2014,Sochi,Speed Skating,"Speed Skating Women's 5,000 metres",0,1,0,1
Son Young-Hee,,F,23,Norway,NOR,2014,Sochi,Nordic Combined,Nordic Combined Men's Team,1,0,0,1
Song Donglun,,F,25,Russia-2,RUS,2014,Sochi,Figure Skating,Figure Skating Mixed Pairs,0,0,1,1
Song Hai-Rim,,F,31,Russia,RUS,2014,Sochi,Figure Skating,Figure Skating Mixed Team,1,0,0,1
Song Qingling,,F,30,Netherlands,NED,2014,Sochi,Short Track Speed Skating,"Short Track Speed Skating Men's 1,000 metres",0,1,0,1
Sonny Curtis  Webster,,M,22,France,FRA,2016,Rio de Janeiro,Boxing,Boxing Women's Flyweight,0,0,1,1
"Sonny William ""Sonny Bill"" Williams",,M,31,Brazil,BRA,2016,Rio de Janeiro,Football,Football Men's Football,1,0,0,1
Sophie Johanna van Gestel,,F,25,Germany,GER,2016,Rio de Janeiro,Tennis,Tennis Women's Singles,0,0,1,1
Sopita Tanasan,,F,21,Netherlands,NED,2016,Rio de Janeiro,Rowing,Rowing Women's Quadruple Sculls,0,0,1,1
Sorn Seavmey,,F,20,Slovenia,SLO,2014,Sochi,Snowboarding,Snowboarding Men's Parallel Slalom,0,0,1,1
Soronzonboldyn Battsetseg,,F,26,United States,USA,2014,Sochi,Snowboarding,Snowboarding Men's Slopestyle,1,0,0,1
Soso Tamarau,,M,32,Germany,GER,2016,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Team",0,1,0,1
Soukphaxay Sithisane,,M,20,Canada,CAN,2014,Sochi,Figure Skating,Figure Skating Mixed Team,0,0,1,1
Spencer James W. Wilton,,M,43,Great Britain,GBR,2016,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,0,0,1,1
Spencer James W. Wilton,,M,43,Netherlands,NED,2016,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights,0,1,0,1
Spencer Turrin,,M,24,Great Britain,GBR,2016,Rio de Janeiro,Rowing,Rowing Women's Double Sculls,0,0,1,1
Srgio Miguel Garcia Vieira,,M,40,Denmark,DEN,2016,Rio de Janeiro,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",0,1,0,1
Stefana Veljkovi,,F,26,France,FRA,2016,Rio de Janeiro,Fencing,"Fencing Men's Foil, Team",0,0,1,1
Stefani Stoeva,,F,20,Ukraine,UKR,2014,Sochi,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,1,0,0,1
Stefano Tempesti,,M,37,Germany,GER,2016,Rio de Janeiro,Hockey,Hockey Men's Hockey,0,1,0,1
Steffen Weinhold,,M,30,Argentina,ARG,2016,Rio de Janeiro,Judo,Judo Women's Extra-Lightweight,1,0,0,1
Stephanie April Twell,,F,26,France,FRA,2016,Rio de Janeiro,Handball,Handball Men's Handball,0,0,1,1
Stephanie Talbot,,F,22,France,FRA,2016,Rio de Janeiro,Boxing,Boxing Men's Light-Heavyweight,0,1,0,1
Stephanie Vogt,,F,26,Japan,JPN,2016,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,0,1,0,1
Stian Skjerahaug,,M,24,Canada,CAN,2014,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,1,0,0,1
Stian Skjerahaug,,M,24,France,FRA,2014,Sochi,Biathlon,Biathlon Men's 12.5 kilometres Pursuit,1,0,0,1
Stian Skjerahaug,,M,24,France,FRA,2014,Sochi,Biathlon,Biathlon Men's 15 kilometres Mass Start,0,0,1,1
Stian Skjerahaug,,M,24,France,FRA,2014,Sochi,Biathlon,Biathlon Men's 20 kilometres,1,0,0,1
Stian Skjerahaug,,M,24,Switzerland,SUI,2014,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,0,1,0,1
Stian Skjerahaug,,M,24,Germany,GER,2014,Sochi,Nordic Combined,"Nordic Combined Men's Normal Hill / 10 km, Individual",1,0,0,1
Stina Troest,,F,22,Austria,AUT,2016,Rio de Janeiro,Sailing,Sailing Mixed Multihull,0,1,0,1
Stipe uni,,M,25,China,CHN,2016,Rio de Janeiro,Athletics,Athletics Women's Hammer Throw,0,0,1,1
Stphane Vehrl Smith,,M,27,Sweden,SWE,2014,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,0,0,1,1
Stphanie Tirode,,F,41,Argentina,ARG,2016,Rio de Janeiro,Tennis,Tennis Men's Singles,0,0,1,1
Stphanie Tirode,,F,41,United States,USA,2016,Rio de Janeiro,Basketball,Basketball Women's Basketball,1,0,0,1
Stuart Brian Tinney,,M,51,Great Britain,GBR,2016,Rio de Janeiro,Rowing,Rowing Women's Coxed Eights,0,0,1,1
Stuart Brian Tinney,,M,51,Netherlands,NED,2016,Rio de Janeiro,Hockey,Hockey Women's Hockey,0,0,1,1
Su Bingtian,,M,26,Austria,AUT,2014,Sochi,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,0,1,0,1
Su Bingtian,,M,26,Norway,NOR,2014,Sochi,Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,0,1,0,1
Su Xinyue,,F,24,Norway,NOR,2014,Sochi,Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,1,0,0,1
Sudha Singh,,F,30,United States,USA,2014,Sochi,Figure Skating,Figure Skating Mixed Team,0,1,0,1
Sugoi Uriarte Marcos,,M,32,United States,USA,2016,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,0,1,0,1
Suh Hyo-Won,,F,29,Finland,FIN,2014,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,0,1,0,1
Suh Hyo-Won,,F,29,Italy,ITA,2014,Sochi,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",0,1,0,1
Sui Ran,,M,24,Netherlands,NED,2014,Sochi,Speed Skating,"Speed Skating Women's 1,500 metres",0,1,0,1
Suk Hyun-Jun,,M,25,Finland,FIN,2014,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,0,1,0,1
Sukanya Srisurat,,F,21,United States,USA,2014,Sochi,Alpine Skiing,Alpine Skiing Women's Combined,0,1,0,1
Sun Man,,M,20,Russia,RUS,2014,Sochi,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,1,0,0,1
Sun Meichen,,F,17,Russia-1,RUS,2014,Sochi,Figure Skating,Figure Skating Mixed Pairs,1,0,0,1
Sun Mengran,,F,24,Russia,RUS,2014,Sochi,Figure Skating,Figure Skating Mixed Team,1,0,0,1
Sun Mengxin,,F,23,Russia-1,RUS,2014,Sochi,Bobsleigh,Bobsleigh Men's Two,1,0,0,1
Sun Wei,,M,23,Russia-1,RUS,2014,Sochi,Bobsleigh,Bobsleigh Men's Four,1,0,0,1
Sun Wenyan,,F,26,Russia,RUS,2014,Sochi,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,0,0,1,1
Sun Wenyan,,F,26,Russia,RUS,2014,Sochi,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,0,0,1,1
Sun Xiao,,F,24,Russia,RUS,2014,Sochi,Cross Country Skiing,Cross Country Skiing Men's Team Sprint,0,0,1,1
Sun Yanan,,F,23,United States,USA,2014,Sochi,Figure Skating,Figure Skating Mixed Team,0,1,0,1
Sun Yang,,M,24,Switzerland,SUI,2014,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,0,1,0,1
Sun Yang,,M,24,Canada,CAN,2014,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,1,0,0,1
Sun Yang,,M,24,Germany,GER,2014,Sochi,Ski Jumping,"Ski Jumping Men's Large Hill, Team",1,0,0,1
Sun Yating,,F,28,Canada,CAN,2014,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,1,0,0,1
Sun Yiwen,,F,24,Japan,JPN,2014,Sochi,Nordic Combined,"Nordic Combined Men's Normal Hill / 10 km, Individual",0,0,1,1
Sun Yiwen,,F,24,Canada,CAN,2014,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,1,0,0,1
Sun Yujie,,F,23,Canada,CAN,2014,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,1,0,0,1
Sun Yujie,,F,23,United States,USA,2014,Sochi,Alpine Skiing,Alpine Skiing Men's Super G,0,0,1,1
Sunayna Wahi,,F,25,Great Britain,GBR,2016,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,0,0,1,1
Sunette Stella Viljoen,,F,32,Russia,RUS,2016,Rio de Janeiro,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,1,0,0,1
Sunil Sowmarpet Vitalacharya,,M,27,United States,USA,2016,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,1,0,0,1
Susannah Townsend,,F,27,Brazil,BRA,2016,Rio de Janeiro,Football,Football Men's Football,1,0,0,1
Sven Ludwig Svennerstl,,M,25,China,CHN,2014,Sochi,Freestyle Skiing,Freestyle Skiing Women's Aerials,0,0,1,1
Sven Ludwig Svennerstl,,M,25,Russia,RUS,2014,Sochi,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,0,0,1,1
Sven Martin Skagestad,,M,21,Slovenia,SLO,2014,Sochi,Cross Country Skiing,Cross Country Skiing Women's Sprint,0,1,0,1
Svitlana Mykolavna Yaromka,,F,27,Switzerland,SUI,2016,Rio de Janeiro,Triathlon,Triathlon Women's Olympic Distance,0,0,1,1
Svitlana Oleksandrivna Stanko (Klymenko-),,F,40,Czech Republic,CZE,2014,Sochi,Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,0,0,1,1
Szandra Szgedi,,F,27,New Zealand,NZL,2016,Rio de Janeiro,Sailing,Sailing Women's Two Person Dinghy,0,0,1,1
Sze Hang Yu,,F,28,Italy,ITA,2016,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,0,1,0,1
Szymon Stakiewicz,,M,29,Sweden,SWE,2014,Sochi,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,1,0,0,1
T  Thanh Huyn,,F,22,Colombia,COL,2016,Rio de Janeiro,Judo,Judo Women's Middleweight,0,0,1,1
Tadas ukeviius,,M,31,Italy,ITA,2014,Sochi,Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,0,1,0,1
Tahir Jelani Walsh,,M,22,Denmark,DEN,2016,Rio de Janeiro,Handball,Handball Men's Handball,1,0,0,1
Tai Tzu-Ying,,F,22,Armenia,ARM,2016,Rio de Janeiro,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",0,0,1,1
Taizo Sugitani,,M,40,Russia-1,RUS,2014,Sochi,Bobsleigh,Bobsleigh Men's Four,1,0,0,1
Taizo Sugitani,,M,40,Belarus,BLR,2014,Sochi,Freestyle Skiing,Freestyle Skiing Women's Aerials,1,0,0,1
